;Run;AssemblyName;bases;size_MB;LibraryLayout;BioSample;ScientificName;LibraryStrategy;LibrarySelection;LibrarySource;Sex;Analyte_Type;Histological_Type;Body_Site;Tissue;Dev
15949;SRR2146248;;3655941236;2057;PAIRED;SAMN03959808;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;hypopharyngeal gland;NA
15950;SRR2146249;;3594297206;2037;PAIRED;SAMN03959809;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;hypopharyngeal gland;NA
15951;SRR2146250;;3850607838;2146;PAIRED;SAMN03959810;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;hypopharyngeal gland;NA
15952;SRR2146251;;3857581850;2151;PAIRED;SAMN03959811;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;hypopharyngeal gland;NA
16002;SRR2032888;;3190223956;2201;PAIRED;SAMN03396611;Apis_mellifera;RNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;brain;adult
16003;SRR2032907;;6830608805;4735;PAIRED;SAMN03396612;Apis_mellifera;RNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;brain;adult
16004;SRR2032921;;4274988200;2958;PAIRED;SAMN03396613;Apis_mellifera;RNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;brain;adult
16006;SRR2032817;;1312917297;853;PAIRED;SAMN03396607;Apis_mellifera;RNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;whole body;adult
16007;SRR2032827;;1119309892;727;PAIRED;SAMN03396608;Apis_mellifera;RNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;whole body;adult
16008;SRR2032812;;3796743825;2449;PAIRED;SAMN03396603;Apis_mellifera;RNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;whole body;larvae
16009;SRR2032813;;3471623130;2227;PAIRED;SAMN03396604;Apis_mellifera;RNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;whole body;larvae
16039;SRR2032930;;8525499199;5893;PAIRED;SAMN03396614;Apis_mellifera;RNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;brain;adult
16040;SRR2033014;;1821280815;1260;PAIRED;SAMN03396615;Apis_mellifera;RNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;brain;adult
16041;SRR2033015;;8443896736;5834;PAIRED;SAMN03396616;Apis_mellifera;RNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;brain;adult
16043;SRR2032844;;3931393457;2548;PAIRED;SAMN03396609;Apis_mellifera;RNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;whole body;adult
16044;SRR2032857;;5309172597;3447;PAIRED;SAMN03396610;Apis_mellifera;RNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;whole body;adult
16045;SRR2032814;;3210001330;2066;PAIRED;SAMN03396605;Apis_mellifera;RNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;whole body;larvae
16046;SRR2032816;;3860110451;2479;PAIRED;SAMN03396606;Apis_mellifera;RNA-Seq;unspecified;TRANSCRIPTOMIC;female;;;;whole body;larvae
16114;SRR1798739;;1114949650;709;SINGLE;SAMN03339728;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;brain;adult
16115;SRR1798740;;1434127600;921;SINGLE;SAMN03339732;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;brain;adult
16116;SRR1798741;;1351471850;856;SINGLE;SAMN03339730;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;brain;adult
16117;SRR1798742;;1521542700;993;SINGLE;SAMN03339729;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;brain;adult
16118;SRR1798743;;1334856500;860;SINGLE;SAMN03339736;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;brain;adult
16119;SRR1798744;;1529595850;982;SINGLE;SAMN03339735;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;brain;adult
16120;SRR1798745;;1479440650;954;SINGLE;SAMN03339725;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;brain;adult
16121;SRR1798746;;1593960850;1038;SINGLE;SAMN03339733;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;brain;adult
16122;SRR1798747;;1573067300;1029;SINGLE;SAMN03339734;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;brain;adult
16123;SRR1798748;;1735594450;1124;SINGLE;SAMN03339731;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;brain;adult
16124;SRR1798749;;1396242250;912;SINGLE;SAMN03339726;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;brain;adult
16125;SRR1798750;;1965091950;1274;SINGLE;SAMN03339727;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;brain;adult
16135;SRR1790682;;4716977220;3029;PAIRED;SAMN03329990;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;Eviscerated abdomen with attached fat bodies;"Adults (&lt;48 hours post emergence)"
16136;SRR1790683;;4702820400;2870;PAIRED;SAMN03329991;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;Eviscerated abdomen with attached fat bodies;"Adults (&lt;48 hours post emergence)"
16137;SRR1790684;;4786411680;3076;PAIRED;SAMN03329987;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;Eviscerated abdomen with attached fat bodies;"Adults (&lt;48 hours post emergence)"
16138;SRR1790685;;4774609980;2915;PAIRED;SAMN03329989;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;Eviscerated abdomen with attached fat bodies;"Adults (&lt;48 hours post emergence)"
16139;SRR1790686;;4610805300;2981;PAIRED;SAMN03329988;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;Eviscerated abdomen with attached fat bodies;"Adults (&lt;48 hours post emergence)"
16140;SRR1790687;;4844089980;3158;PAIRED;SAMN03329992;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;Eviscerated abdomen with attached fat bodies;"Adults (&lt;48 hours post emergence)"
16291;SRR1613229;;3557708560;2111;SINGLE;SAMN03108671;Apis_mellifera;RNA-Seq;size fractionation;TRANSCRIPTOMIC;female;;;;ovary;NA
16296;SRR1662285;;976823250;645;SINGLE;SAMN03220259;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;4 pairs of antennae;NA
16297;SRR1662286;;2288896800;1511;SINGLE;SAMN03220260;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;4 pairs of antennae;NA
16298;SRR1662287;;2502859950;1747;SINGLE;SAMN03220261;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;4 pairs of antennae;NA
16299;SRR1662288;;3010453850;2097;SINGLE;SAMN03220256;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;4 pairs of antennae;NA
16300;SRR1662289;;1074203400;709;SINGLE;SAMN03220258;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;4 pairs of antennae;NA
16301;SRR1662290;;2786110950;1829;SINGLE;SAMN03220257;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;4 pairs of antennae;NA
16302;SRR1662291;;3886694850;2708;SINGLE;SAMN03220265;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;4 pairs of antennae;NA
16303;SRR1662292;;2459230100;1716;SINGLE;SAMN03220266;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;4 pairs of antennae;NA
16304;SRR1662293;;5172783500;2567;SINGLE;SAMN03220268;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;4 pairs of antennae;NA
16305;SRR1662294;;2615415950;1740;SINGLE;SAMN03220262;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;4 pairs of antennae;NA
16306;SRR1662295;;3909407500;1949;SINGLE;SAMN03220263;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;4 pairs of antennae;NA
16307;SRR1662296;;2700399850;1353;SINGLE;SAMN03220267;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;4 pairs of antennae;NA
16308;SRR1662297;;1377042200;911;SINGLE;SAMN03220264;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;4 pairs of antennae;NA
16568;SRR1582203;;13584361200;9599;PAIRED;SAMN03074844;Apis_mellifera;OTHER;CAGE;TRANSCRIPTOMIC;not applicable;;;;Brain;NA
16569;SRR1582004;;20513613800;13991;PAIRED;SAMN03074843;Apis_mellifera;OTHER;CAGE;TRANSCRIPTOMIC;not applicable;;;;Brain;NA
16590;SRR1571741;;599657490;390;SINGLE;SAMN03031453;Apis_mellifera;miRNA-Seq;size fractionation;TRANSCRIPTOMIC;;;;;NA;L5 Larvae
16591;SRR1571742;;541095210;351;SINGLE;SAMN03031454;Apis_mellifera;miRNA-Seq;size fractionation;TRANSCRIPTOMIC;;;;;NA;L5 Larvae
16592;SRR1571743;;492424635;316;SINGLE;SAMN03031455;Apis_mellifera;miRNA-Seq;size fractionation;TRANSCRIPTOMIC;;;;;NA;L5 Larvae
16593;SRR1571744;;516887142;333;SINGLE;SAMN03031460;Apis_mellifera;miRNA-Seq;size fractionation;TRANSCRIPTOMIC;;;;;NA;L5 Larvae
16594;SRR1571745;;535494696;347;SINGLE;SAMN03031461;Apis_mellifera;miRNA-Seq;size fractionation;TRANSCRIPTOMIC;;;;;NA;L5 Larvae
16595;SRR1574323;;5651499650;3357;SINGLE;SAMN03067447;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;whole body;NA
16596;SRR1574325;;3556026100;1990;SINGLE;SAMN03067447;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;whole body;NA
16597;SRR1574326;;1212593292;699;SINGLE;SAMN03067447;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;whole body;NA
16598;SRR1574327;;1122187896;641;SINGLE;SAMN03067447;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;whole body;NA
16640;SRR1571722;;2802623900;1636;PAIRED;SAMN03031437;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;L5 Larvae
16641;SRR1571723;;1244512745;721;PAIRED;SAMN03031438;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;L5 Larvae
16642;SRR1571724;;1549207518;898;PAIRED;SAMN03031439;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;L5 Larvae
16643;SRR1571725;;1780286163;1043;PAIRED;SAMN03031440;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;L5 Larvae
16644;SRR1571726;;1704211791;994;PAIRED;SAMN03031441;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;L5 Larvae
16645;SRR1571727;;1453648807;841;PAIRED;SAMN03031442;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;L5 Larvae
16646;SRR1571728;;1872930491;1089;PAIRED;SAMN03031443;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;L5 Larvae
16647;SRR1571729;;2553897342;1521;PAIRED;SAMN03031444;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;L5 Larvae
16648;SRR1571730;;1980221478;1178;PAIRED;SAMN03031445;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;L5 Larvae
16649;SRR1571731;;2547166519;1520;PAIRED;SAMN03031446;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;L5 Larvae
16650;SRR1571732;;479222112;300;SINGLE;SAMN03031447;Apis_mellifera;miRNA-Seq;size fractionation;TRANSCRIPTOMIC;;;;;NA;L5 Larvae
16651;SRR1571733;;546245904;336;SINGLE;SAMN03031448;Apis_mellifera;miRNA-Seq;size fractionation;TRANSCRIPTOMIC;;;;;NA;L5 Larvae
16652;SRR1571734;;577856469;360;SINGLE;SAMN03031449;Apis_mellifera;miRNA-Seq;size fractionation;TRANSCRIPTOMIC;;;;;NA;L5 Larvae
16653;SRR1571718;;477447057;302;SINGLE;SAMN03031450;Apis_mellifera;miRNA-Seq;size fractionation;TRANSCRIPTOMIC;;;;;NA;L5 Larvae
16654;SRR1571735;;587999706;364;SINGLE;SAMN03031451;Apis_mellifera;miRNA-Seq;size fractionation;TRANSCRIPTOMIC;;;;;NA;L5 Larvae
16655;SRR1571736;;477655800;300;SINGLE;SAMN03031456;Apis_mellifera;miRNA-Seq;size fractionation;TRANSCRIPTOMIC;;;;;NA;L5 Larvae
16656;SRR1571737;;710503797;449;SINGLE;SAMN03031457;Apis_mellifera;miRNA-Seq;size fractionation;TRANSCRIPTOMIC;;;;;NA;L5 Larvae
16657;SRR1571738;;861833700;538;SINGLE;SAMN03031458;Apis_mellifera;miRNA-Seq;size fractionation;TRANSCRIPTOMIC;;;;;NA;L5 Larvae
16658;SRR1571739;;538481460;332;SINGLE;SAMN03031459;Apis_mellifera;miRNA-Seq;size fractionation;TRANSCRIPTOMIC;;;;;NA;L5 Larvae
16659;SRR1571740;;400472400;255;SINGLE;SAMN03031452;Apis_mellifera;miRNA-Seq;size fractionation;TRANSCRIPTOMIC;;;;;NA;L5 Larvae
16668;SRR1538449;;870878250;537;SINGLE;SAMN02953879;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;male;;;;embryo;NA
16669;SRR1538718;;494981550;202;SINGLE;SAMN02953879;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;male;;;;embryo;NA
16670;SRR1538749;;1369112112;748;SINGLE;SAMN02954010;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;male;;;;Embryo;NA
16671;SRR1538877;;1457499384;859;SINGLE;SAMN02954412;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;embryo;NA
16672;SRR1538878;;1349546688;723;SINGLE;SAMN02954412;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;embryo;NA
16673;SRR1538934;;1145105050;704;SINGLE;SAMN02954475;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;embryo;NA
16674;SRR1538974;;853008750;502;SINGLE;SAMN02954475;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;embryo;NA
16677;SRR1254941;;422674441;364;SINGLE;SAMN02729877;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;Hypopharyngeal glands tissue;NA
16678;SRR1254942;;438937247;378;SINGLE;SAMN02729878;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;Hypopharyngeal glands tissue;NA
16679;SRR1254943;;371761236;320;SINGLE;SAMN02729879;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;Hypopharyngeal glands tissue;NA
16680;SRR1571716;;3405467559;1993;PAIRED;SAMN03031432;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;L5 Larvae
16681;SRR1571717;;2150627727;1245;PAIRED;SAMN03031433;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;L5 Larvae
16682;SRR1571719;;2052412044;1191;PAIRED;SAMN03031434;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;L5 Larvae
16683;SRR1571720;;8292891097;4816;PAIRED;SAMN03031435;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;L5 Larvae
16684;SRR1571721;;4040418067;2353;PAIRED;SAMN03031436;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;L5 Larvae
16687;SRR1539264;;1447677324;828;SINGLE;SAMN02978959;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;embryos;NA
16688;SRR1539284;;1198635516;665;SINGLE;SAMN02978959;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;embryos;NA
16691;SRR1538849;;1335127824;842;SINGLE;SAMN02954364;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;male;;;;embryo;NA
16692;SRR1538850;;8160116800;5812;SINGLE;SAMN02954391;Apis_mellifera;RNA-Seq;size fractionation;TRANSCRIPTOMIC;male;;;;embryos;NA
16693;SRR1538876;;1159910928;648;SINGLE;SAMN02954391;Apis_mellifera;RNA-Seq;size fractionation;TRANSCRIPTOMIC;male;;;;embryos;NA
16694;SRR1539287;;4110412300;2403;SINGLE;SAMN02978969;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;not determined;;;;oocyte;NA
16695;SRR1539288;;1186380936;709;SINGLE;SAMN02978969;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;not determined;;;;oocyte;NA
16696;SRR1255326;;7099822600;4445;PAIRED;SAMN02728792;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;Nasonov gland;NA
16711;ERR274423;;2458538589;1628;SINGLE;SAMEA2071627;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
16712;ERR274419;;1881687483;1234;SINGLE;SAMEA2071628;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
16713;ERR274418;;2096750811;1392;SINGLE;SAMEA2071682;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
16714;ERR274420;;947680521;634;SINGLE;SAMEA2071683;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
16715;ERR274422;;2111827380;1391;SINGLE;SAMEA2071684;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
16716;ERR274424;;768670725;510;SINGLE;SAMEA2071685;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
16717;ERR274421;;1107036243;735;SINGLE;SAMEA2071686;Apis_mellifera;RNA-Seq;cDNA;TRANSCRIPTOMIC;;;;;NA;NA
16724;SRR1255544;;6511064400;4049;PAIRED;SAMN02728803;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;Second Thoracic Ganglia;NA
16725;SRR1255545;;7475686200;4655;PAIRED;SAMN02728803;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;Second Thoracic Ganglia;NA
16726;SRR1255546;;6335533200;3932;PAIRED;SAMN02728803;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;Second Thoracic Ganglia;NA
16727;SRR1255456;;5309850800;3308;PAIRED;SAMN02728789;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;Sting Gland;NA
16731;SRR1239302;;6411033000;4027;PAIRED;SAMN02719777;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;Antennae;NA
16732;SRR1239303;;7336199000;4618;PAIRED;SAMN02719777;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;Antennae;NA
16733;SRR1239304;;6818707200;4275;PAIRED;SAMN02719777;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;Antennae;NA
16734;SRR1239305;;6805818200;4297;PAIRED;SAMN02728791;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;Antenna;NA
16735;SRR1239306;;6784162800;4257;PAIRED;SAMN02728791;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;Antenna;NA
16736;SRR1239307;;7877059200;4945;PAIRED;SAMN02728791;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;Antenna;NA
16740;SRR1254946;;8457042669;5074;PAIRED;SAMN02719775;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;Hypopharyngeal gland;NA
16741;SRR1254947;;7151178332;4240;PAIRED;SAMN02719775;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;Hypopharyngeal gland;NA
16742;SRR1254948;;10062496207;6040;PAIRED;SAMN02719775;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;Hypopharyngeal gland;NA
16743;SRR1254950;;6806302234;4010;PAIRED;SAMN02728800;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;Hypopharyngeal gland;NA
16744;SRR1254951;;9975635971;5912;PAIRED;SAMN02728800;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;Hypopharyngeal gland;NA
16745;SRR1254952;;8688300312;5152;PAIRED;SAMN02728800;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;Hypopharyngeal gland;NA
16746;SRR1182640;;2000687087;1438;PAIRED;SAMN02673094;Apis_mellifera;RNA-Seq;size fractionation;TRANSCRIPTOMIC;sterile female;;;;fat body;adult
16747;SRR1182579;;1933807457;1385;PAIRED;SAMN02673100;Apis_mellifera;RNA-Seq;size fractionation;TRANSCRIPTOMIC;sterile female;;;;fat body;adult
16748;SRR1182637;;4618903217;3311;PAIRED;SAMN02673097;Apis_mellifera;RNA-Seq;size fractionation;TRANSCRIPTOMIC;sterile female;;;;fat body;adult
16749;SRR1182528;;1544644136;1108;PAIRED;SAMN02673103;Apis_mellifera;RNA-Seq;size fractionation;TRANSCRIPTOMIC;sterile female;;;;fat body;adult
16750;SRR1182642;;1502199618;1092;PAIRED;SAMN02673092;Apis_mellifera;RNA-Seq;size fractionation;TRANSCRIPTOMIC;sterile female;;;;fat body;adult
16751;SRR1182581;;1787761079;1290;PAIRED;SAMN02673098;Apis_mellifera;RNA-Seq;size fractionation;TRANSCRIPTOMIC;sterile female;;;;fat body;adult
16752;SRR1182639;;1580456701;1137;PAIRED;SAMN02673095;Apis_mellifera;RNA-Seq;size fractionation;TRANSCRIPTOMIC;sterile female;;;;fat body;adult
16753;SRR1182578;;2772627148;1991;PAIRED;SAMN02673101;Apis_mellifera;RNA-Seq;size fractionation;TRANSCRIPTOMIC;sterile female;;;;fat body;adult
16754;SRR1182641;;2171938946;1560;PAIRED;SAMN02673093;Apis_mellifera;RNA-Seq;size fractionation;TRANSCRIPTOMIC;sterile female;;;;fat body;adult
16755;SRR1182580;;2866097535;2058;PAIRED;SAMN02673099;Apis_mellifera;RNA-Seq;size fractionation;TRANSCRIPTOMIC;sterile female;;;;fat body;adult
16756;SRR1182638;;1708335630;1245;PAIRED;SAMN02673096;Apis_mellifera;RNA-Seq;size fractionation;TRANSCRIPTOMIC;sterile female;;;;fat body;adult
16757;SRR1182529;;1869072372;1357;PAIRED;SAMN02673102;Apis_mellifera;RNA-Seq;size fractionation;TRANSCRIPTOMIC;sterile female;;;;fat body;adult
16758;SRR1254954;;10204383372;6015;PAIRED;SAMN02719774;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;Malpighian tubule;NA
16759;SRR1254956;;9565834638;5679;PAIRED;SAMN02719774;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;Malpighian tubule;NA
16760;SRR1254957;;7815304146;4572;PAIRED;SAMN02719774;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;Malpighian tubule;NA
16761;SRR1254958;;10029959168;5975;PAIRED;SAMN02728801;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;Malpighian tubule;NA
16762;SRR1254959;;8870014172;5224;PAIRED;SAMN02728801;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;Malpighian tubule;NA
16763;SRR1254960;;8536192052;5014;PAIRED;SAMN02728801;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;Malpighian tubule;NA
16764;SRR1255009;;5634290800;3641;PAIRED;SAMN02719776;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;Mandibular gland;NA
16765;SRR1255010;;8052756400;5210;PAIRED;SAMN02719776;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;Mandibular gland;NA
16766;SRR1255011;;11337483000;7355;PAIRED;SAMN02719776;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;Mandibular gland;NA
16767;SRR1255012;;5904938800;3818;PAIRED;SAMN02728794;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;Mandibular gland;NA
16768;SRR1255013;;6397520800;4132;PAIRED;SAMN02728794;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;Mandibular gland;NA
16769;SRR1255014;;11639107000;7576;PAIRED;SAMN02728794;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;Mandibular gland;NA
16770;SRR1239308;;4251999600;2663;PAIRED;SAMN02727986;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;Midgut;NA
16771;SRR1239309;;4532992800;2816;PAIRED;SAMN02727986;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;Midgut;NA
16772;SRR1239310;;5454557600;3379;PAIRED;SAMN02727986;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;Midgut;NA
16773;SRR1239311;;5153445600;3259;PAIRED;SAMN02728790;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;Midgut;NA
16774;SRR1239312;;4356495000;2716;PAIRED;SAMN02728790;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;Midgut;NA
16775;SRR1239313;;7545873200;4692;PAIRED;SAMN02728790;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;Midgut;NA
16776;SRR1255064;;10485040200;6661;PAIRED;SAMN02719773;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;Muscle;NA
16777;SRR1255065;;6899758200;4413;PAIRED;SAMN02719773;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;Muscle;NA
16778;SRR1255066;;6095785800;3881;PAIRED;SAMN02719773;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;Muscle;NA
16779;SRR1255068;;7278202600;4568;PAIRED;SAMN02728802;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;Muscle;NA
16780;SRR1255149;;6811835000;4241;PAIRED;SAMN02728802;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;Muscle;NA
16781;SRR1255150;;5814174000;3646;PAIRED;SAMN02728802;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;Muscle;NA
16782;SRR1255151;;5913175400;3723;PAIRED;SAMN02719778;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;Nasonov gland;NA
16783;SRR1255152;;6850008400;4322;PAIRED;SAMN02719778;Apis_mellifera;RNA-Seq;PolyA;TRANSCRIPTOMIC;female;;;;Nasonov gland;NA
